Age,Education_Years,Gender,Hours_worked_Perweek,Income
27,13,Male,9,<=50K
25,9,Male,35,<=50K
31,13,Male,40,<=50K
57,15,Male,50,>50K
35,9,Male,60,<=50K
59,9,Male,40,>50K
40,9,Male,40,<=50K
43,10,Male,40,<=50K
72,9,Male,30,<=50K
34,10,Male,50,<=50K
35,10,Male,60,>50K
20,10,Male,40,<=50K
38,14,Male,60,>50K
40,15,Male,38,>50K
28,9,Male,40,<=50K
44,9,Female,56,<=50K
51,13,Male,50,>50K
60,5,Male,84,<=50K
48,13,Male,40,>50K
45,10,Female,40,<=50K
65,9,Male,65,<=50K
28,10,Male,40,<=50K
61,16,Male,40,>50K
24,13,Male,40,<=50K
44,13,Male,50,>50K
52,13,Male,60,<=50K
35,13,Male,20,<=50K
26,9,Female,40,>50K
55,14,Male,50,>50K
26,10,Male,40,<=50K
25,10,Male,40,<=50K
48,13,Male,44,>50K
51,6,Male,40,>50K
44,9,Male,65,>50K
32,14,Male,40,>50K
32,6,Female,40,<=50K
55,9,Male,45,<=50K
64,16,Male,25,>50K
33,9,Male,45,>50K
59,9,Male,40,<=50K
21,9,Male,40,<=50K
41,15,Male,50,>50K
38,14,Male,35,>50K
22,10,Female,40,<=50K
27,10,Female,35,<=50K
49,13,Female,40,>50K
35,8,Female,40,<=50K
29,12,Male,45,<=50K
35,13,Male,60,>50K
59,9,Female,40,<=50K
51,4,Female,30,<=50K
28,9,Male,35,<=50K
51,9,Male,50,<=50K
37,9,Male,60,<=50K
39,13,Female,30,<=50K
45,13,Male,50,>50K
59,9,Female,18,<=50K
49,13,Male,55,>50K
32,10,Male,55,<=50K
36,13,Male,50,>50K
53,9,Male,45,<=50K
57,15,Female,35,>50K
39,13,Male,40,<=50K
47,13,Female,35,>50K
52,9,Female,40,<=50K
41,9,Male,40,<=50K
17,10,Female,40,<=50K
29,9,Male,40,<=50K
48,10,Male,40,>50K
46,13,Male,45,<=50K
23,10,Female,20,<=50K
49,9,Male,40,>50K
31,9,Male,50,<=50K
34,13,Male,40,>50K
31,10,Female,43,<=50K
30,13,Male,40,<=50K
21,9,Female,30,<=50K
30,6,Male,50,<=50K
58,10,Female,46,<=50K
59,9,Male,40,>50K
31,16,Male,50,>50K
27,15,Male,40,<=50K
34,10,Male,72,<=50K
33,7,Female,40,>50K
39,9,Male,40,<=50K
24,9,Male,45,<=50K
19,10,Female,28,<=50K
61,9,Male,3,<=50K
50,13,Male,30,<=50K
43,9,Male,40,<=50K
56,13,Male,50,<=50K
47,7,Male,40,<=50K
45,10,Male,40,>50K
46,10,Female,40,<=50K
43,10,Male,42,<=50K
32,10,Female,54,<=50K
59,13,Female,40,<=50K
34,9,Female,40,<=50K
53,9,Female,40,<=50K
79,9,Female,30,<=50K
57,9,Female,62,<=50K
20,10,Male,26,<=50K
36,3,Male,40,<=50K
25,9,Male,40,<=50K
49,9,Male,45,>50K
29,11,Female,40,<=50K
35,14,Male,40,>50K
29,6,Female,32,<=50K
51,13,Male,40,>50K
40,15,Male,70,>50K
20,10,Male,35,<=50K
46,6,Male,45,<=50K
39,13,Male,40,<=50K
28,5,Male,40,<=50K
40,11,Male,40,<=50K
38,9,Male,40,<=50K
51,16,Male,60,>50K
44,13,Male,45,<=50K
61,15,Male,40,>50K
34,13,Male,50,>50K
58,9,Male,40,>50K
41,3,Male,40,<=50K
52,10,Male,40,>50K
42,14,Male,40,>50K
34,13,Male,60,>50K
39,9,Male,40,<=50K
39,10,Male,45,<=50K
40,11,Female,32,<=50K
23,12,Male,20,<=50K
46,10,Male,60,<=50K
17,6,Female,15,<=50K
53,9,Female,38,<=50K
63,9,Male,32,<=50K
23,10,Male,50,<=50K
28,6,Male,40,<=50K
33,1,Male,40,<=50K
31,13,Female,50,<=50K
25,12,Female,40,<=50K
39,10,Male,40,<=50K
35,13,Male,40,<=50K
55,4,Female,20,<=50K
31,13,Male,50,>50K
50,4,Male,40,<=50K
63,6,Male,40,<=50K
18,10,Male,20,<=50K
18,7,Male,35,<=50K
46,14,Female,38,<=50K
27,9,Female,37,<=50K
55,13,Male,40,>50K
26,13,Female,50,<=50K
33,10,Female,40,<=50K
25,13,Female,40,>50K
35,10,Male,60,>50K
46,13,Male,40,<=50K
40,9,Female,52,<=50K
23,10,Male,40,<=50K
18,10,Female,20,<=50K
26,9,Female,40,<=50K
62,13,Female,40,>50K
51,13,Male,40,>50K
59,10,Male,36,<=50K
21,9,Male,20,<=50K
24,9,Male,40,<=50K
46,10,Male,50,>50K
63,8,Male,40,<=50K
49,16,Male,50,>50K
47,9,Male,40,>50K
46,13,Female,35,<=50K
29,10,Female,40,<=50K
38,9,Female,42,<=50K
24,10,Male,40,<=50K
23,11,Female,60,<=50K
41,13,Male,50,<=50K
30,9,Female,60,<=50K
51,9,Male,38,<=50K
24,13,Male,40,<=50K
23,9,Female,40,<=50K
19,9,Female,12,<=50K
43,10,Male,40,>50K
37,16,Male,99,>50K
31,10,Male,50,<=50K
27,15,Female,65,>50K
54,9,Female,35,<=50K
23,10,Male,48,<=50K
61,9,Female,40,<=50K
19,10,Female,20,<=50K
40,10,Male,48,>50K
72,16,Male,25,>50K
17,6,Female,20,<=50K
23,10,Female,20,<=50K
45,9,Female,50,<=50K
23,11,Male,40,<=50K
37,9,Male,56,<=50K
52,9,Female,40,<=50K
31,5,Male,40,<=50K
44,9,Female,38,<=50K
32,9,Male,48,<=50K
25,10,Female,40,<=50K
26,4,Male,40,<=50K
22,9,Male,40,<=50K
23,12,Female,40,<=50K
25,5,Male,45,<=50K
53,13,Female,40,<=50K
18,9,Male,40,<=50K
31,9,Male,50,<=50K
43,9,Male,44,<=50K
30,9,Male,40,>50K
37,9,Male,50,<=50K
31,13,Male,40,>50K
45,3,Male,38,<=50K
75,7,Male,30,<=50K
30,13,Male,40,>50K
53,14,Female,35,>50K
33,13,Male,40,<=50K
48,9,Female,35,<=50K
35,9,Female,30,<=50K
70,9,Male,30,<=50K
46,9,Male,40,>50K
36,10,Female,35,<=50K
44,10,Male,50,>50K
23,10,Male,40,<=50K
34,14,Female,50,<=50K
41,10,Male,50,>50K
27,9,Male,40,<=50K
41,9,Male,40,<=50K
44,13,Male,50,>50K
21,10,Male,40,<=50K
43,10,Male,48,>50K
18,10,Male,40,<=50K
30,5,Male,40,<=50K
37,10,Male,43,<=50K
18,9,Female,28,<=50K
18,7,Male,30,<=50K
46,9,Male,43,>50K
29,9,Female,30,<=50K
38,9,Female,30,<=50K
56,14,Male,80,>50K
47,9,Male,40,<=50K
28,9,Male,40,<=50K
39,9,Male,48,>50K
57,15,Female,40,<=50K
19,10,Male,50,<=50K
37,10,Female,40,<=50K
40,13,Female,20,<=50K
74,10,Female,3,<=50K
40,10,Female,50,<=50K
63,9,Male,45,>50K
66,9,Male,20,<=50K
20,10,Male,32,<=50K
52,9,Male,50,>50K
23,9,Male,75,<=50K
26,10,Male,40,<=50K
68,13,Male,30,<=50K
54,6,Male,45,<=50K
25,9,Male,30,<=50K
32,15,Male,40,>50K
25,10,Male,44,>50K
26,9,Male,40,>50K
20,10,Female,16,<=50K
40,10,Male,52,<=50K
31,11,Female,24,<=50K
19,10,Male,66,<=50K
23,10,Male,24,<=50K
57,9,Male,30,<=50K
43,10,Male,40,<=50K
52,15,Male,35,>50K
62,9,Male,40,<=50K
55,10,Female,40,<=50K
43,13,Male,40,>50K
28,10,Male,40,>50K
22,10,Male,40,<=50K
60,9,Male,40,<=50K
51,10,Female,60,<=50K
43,13,Male,40,>50K
62,11,Male,40,<=50K
54,10,Male,60,>50K
49,14,Female,35,<=50K
38,9,Male,45,<=50K
30,4,Male,40,<=50K
51,11,Male,40,<=50K
63,9,Female,25,<=50K
51,14,Male,60,>50K
31,13,Female,25,>50K
26,10,Male,24,<=50K
50,9,Male,40,<=50K
57,10,Female,40,<=50K
20,9,Male,40,<=50K
22,10,Male,40,<=50K
56,4,Male,40,<=50K
28,13,Male,40,<=50K
61,9,Male,40,>50K
32,4,Male,40,<=50K
19,10,Male,14,<=50K
72,10,Male,40,<=50K
57,9,Male,48,<=50K
52,10,Male,40,>50K
46,9,Male,40,>50K
32,9,Male,40,>50K
17,7,Female,35,<=50K
38,10,Male,40,<=50K
28,2,Male,43,<=50K
43,10,Male,40,<=50K
42,9,Female,40,<=50K
29,9,Female,40,<=50K
44,10,Male,40,<=50K
42,14,Female,40,<=50K
39,10,Male,52,>50K
30,11,Male,40,<=50K
41,9,Female,20,<=50K
48,7,Male,40,<=50K
36,5,Male,56,<=50K
41,10,Female,38,<=50K
24,13,Male,38,<=50K
55,12,Male,20,>50K
64,6,Male,40,>50K
30,9,Female,40,<=50K
22,10,Male,25,<=50K
52,9,Male,55,>50K
27,10,Female,50,<=50K
37,6,Male,35,<=50K
19,9,Male,42,<=50K
44,15,Female,40,>50K
64,9,Female,50,<=50K
22,10,Female,40,<=50K
20,10,Female,15,<=50K
28,9,Male,40,<=50K
25,12,Male,60,<=50K
31,11,Female,38,<=50K
44,9,Male,40,<=50K
26,9,Female,12,<=50K
36,9,Male,40,>50K
21,10,Male,70,<=50K
28,6,Female,40,<=50K
38,13,Female,40,<=50K
57,9,Female,40,<=50K
23,9,Male,40,<=50K
28,11,Male,40,<=50K
31,9,Male,45,<=50K
50,15,Male,50,>50K
46,12,Male,40,>50K
28,7,Male,40,<=50K
58,9,Male,50,<=50K
38,7,Female,60,<=50K
90,7,Male,40,<=50K
33,13,Female,40,<=50K
39,9,Female,20,<=50K
39,9,Male,38,<=50K
52,4,Male,40,<=50K
37,9,Female,50,<=50K
34,13,Male,60,>50K
33,9,Male,84,<=50K
21,6,Male,36,<=50K
40,14,Male,48,>50K
34,13,Male,40,<=50K
21,10,Male,20,<=50K
40,13,Female,45,<=50K
90,13,Female,10,<=50K
38,10,Female,40,>50K
34,10,Male,40,>50K
29,13,Male,48,<=50K
49,9,Male,40,>50K
25,13,Male,38,<=50K
39,15,Male,60,>50K
24,3,Male,40,<=50K
55,9,Male,50,>50K
44,13,Male,50,<=50K
29,9,Male,40,<=50K
28,10,Female,38,<=50K
36,13,Female,50,>50K
63,11,Male,40,<=50K
46,10,Female,50,<=50K
33,16,Male,55,>50K
28,9,Male,40,<=50K
37,9,Male,40,<=50K
22,10,Male,20,<=50K
18,7,Female,20,<=50K
27,11,Female,40,>50K
46,14,Male,40,>50K
49,9,Male,45,<=50K
49,9,Male,40,<=50K
63,10,Female,40,<=50K
22,13,Male,40,<=50K
30,10,Female,20,<=50K
30,8,Male,40,<=50K
21,10,Male,40,<=50K
76,5,Male,40,<=50K
18,8,Female,25,<=50K
59,9,Female,40,<=50K
25,9,Female,10,<=50K
47,14,Female,45,>50K
21,9,Male,40,<=50K
41,9,Male,40,<=50K
20,10,Female,35,<=50K
25,9,Female,48,<=50K
33,7,Male,40,<=50K
32,9,Female,35,<=50K
41,10,Female,25,<=50K
54,5,Male,45,>50K
26,13,Male,40,<=50K
61,9,Male,50,>50K
34,12,Male,40,<=50K
42,12,Male,40,<=50K
20,9,Male,40,<=50K
28,9,Male,48,<=50K
44,9,Female,40,<=50K
20,9,Female,40,<=50K
32,10,Male,50,<=50K
20,10,Female,40,<=50K
32,9,Male,55,>50K
36,9,Male,45,<=50K
42,9,Male,50,>50K
30,13,Female,40,<=50K
22,10,Male,20,<=50K
30,11,Male,40,<=50K
64,9,Male,20,<=50K
32,9,Female,40,<=50K
23,10,Male,45,<=50K
49,11,Female,40,<=50K
47,9,Male,40,<=50K
25,9,Female,35,<=50K
25,9,Male,30,<=50K
41,10,Male,56,>50K
54,10,Male,40,<=50K
21,10,Female,25,<=50K
19,10,Male,20,<=50K
65,10,Female,35,<=50K
45,10,Male,40,<=50K
35,13,Male,50,>50K
25,13,Male,40,<=50K
30,9,Male,27,<=50K
68,4,Male,16,<=50K
41,10,Male,40,<=50K
33,13,Male,80,<=50K
28,10,Female,40,<=50K
33,14,Male,50,>50K
54,9,Female,40,<=50K
53,14,Male,65,>50K
28,9,Male,50,<=50K
37,6,Male,50,<=50K
40,12,Female,40,<=50K
25,12,Male,40,<=50K
29,11,Female,50,<=50K
33,9,Male,40,<=50K
29,10,Male,38,<=50K
35,6,Male,40,<=50K
67,10,Male,40,<=50K
17,7,Male,20,<=50K
49,9,Female,40,<=50K
64,10,Male,20,<=50K
29,9,Male,55,<=50K
30,10,Male,40,<=50K
39,9,Male,50,<=50K
54,13,Female,50,<=50K
25,7,Female,12,<=50K
31,10,Male,50,<=50K
19,10,Female,25,<=50K
19,9,Female,12,<=50K
24,12,Female,30,<=50K
38,5,Male,40,<=50K
54,10,Female,40,<=50K
53,9,Male,40,>50K
43,10,Female,42,<=50K
27,9,Female,40,<=50K
53,9,Female,32,<=50K
52,16,Male,40,>50K
39,9,Male,40,<=50K
24,9,Male,38,<=50K
38,13,Female,70,<=50K
57,14,Male,50,>50K
52,10,Male,40,<=50K
19,9,Female,40,<=50K
21,9,Male,45,<=50K
31,9,Male,40,<=50K
29,10,Female,30,<=50K
49,9,Female,20,<=50K
51,10,Female,40,>50K
18,8,Male,24,<=50K
46,9,Female,40,<=50K
53,14,Male,36,>50K
37,13,Female,45,>50K
25,13,Male,40,<=50K
59,9,Female,60,<=50K
20,10,Male,12,<=50K
29,13,Male,50,<=50K
25,7,Female,40,<=50K
41,10,Male,70,<=50K
21,10,Male,40,<=50K
49,13,Male,40,>50K
39,12,Male,60,<=50K
25,10,Male,40,<=50K
24,13,Male,40,<=50K
37,13,Female,50,<=50K
47,9,Male,45,<=50K
35,9,Male,60,<=50K
57,13,Male,35,<=50K
47,4,Female,35,<=50K
43,6,Male,40,<=50K
25,9,Female,40,<=50K
48,6,Male,70,<=50K
20,9,Female,24,<=50K
33,9,Female,40,<=50K
22,6,Male,30,<=50K
37,9,Male,51,<=50K
38,10,Male,40,>50K
22,8,Male,40,<=50K
33,9,Female,40,<=50K
47,9,Male,50,>50K
29,9,Female,40,<=50K
55,13,Male,40,<=50K
18,9,Male,3,<=50K
34,14,Male,50,>50K
36,9,Male,50,<=50K
52,13,Male,40,<=50K
22,9,Male,40,<=50K
39,10,Female,38,<=50K
21,9,Female,35,<=50K
22,5,Female,40,<=50K
35,11,Female,40,>50K
42,9,Male,40,>50K
24,14,Female,10,<=50K
44,7,Female,60,<=50K
26,11,Female,35,<=50K
20,10,Female,20,<=50K
30,9,Male,40,<=50K
77,5,Male,40,<=50K
36,13,Female,40,<=50K
25,10,Male,45,<=50K
49,13,Male,45,>50K
47,15,Male,55,>50K
29,9,Male,40,<=50K
19,10,Male,20,<=50K
41,10,Male,40,<=50K
40,10,Male,60,<=50K
44,10,Male,12,<=50K
59,5,Female,40,<=50K
30,9,Male,40,<=50K
48,10,Female,35,<=50K
48,9,Female,38,<=50K
19,5,Female,25,<=50K
18,10,Female,40,<=50K
45,13,Male,52,>50K
22,9,Male,40,<=50K
17,7,Male,45,<=50K
33,10,Male,50,>50K
64,9,Male,40,<=50K
17,7,Male,20,<=50K
21,9,Female,40,<=50K
29,11,Male,40,<=50K
34,10,Female,20,>50K
20,10,Female,40,<=50K
56,13,Male,30,<=50K
46,10,Male,45,>50K
27,4,Male,35,<=50K
26,8,Male,48,<=50K
33,5,Male,70,<=50K
48,9,Male,43,<=50K
38,13,Male,50,>50K
20,10,Female,20,<=50K
22,9,Male,40,<=50K
46,2,Female,30,<=50K
60,13,Male,8,>50K
37,13,Male,77,<=50K
29,13,Male,40,>50K
55,9,Female,38,<=50K
29,9,Male,35,<=50K
25,9,Male,84,>50K
33,9,Female,40,<=50K
30,14,Male,45,>50K
47,9,Female,40,<=50K
51,12,Male,55,<=50K
23,13,Male,40,<=50K
50,9,Female,40,<=50K
37,10,Male,40,<=50K
54,13,Female,60,<=50K
31,13,Male,50,>50K
63,9,Male,40,<=50K
26,10,Female,40,<=50K
66,10,Female,40,>50K
36,13,Male,40,<=50K
28,4,Male,84,<=50K
39,13,Male,35,<=50K
30,12,Male,50,>50K
46,9,Male,40,<=50K
40,10,Male,20,<=50K
58,9,Male,20,>50K
29,11,Female,40,<=50K
59,13,Male,38,<=50K
25,9,Male,40,<=50K
51,16,Female,70,>50K
49,13,Male,40,>50K
26,13,Female,40,<=50K
30,9,Female,40,<=50K
27,13,Female,40,<=50K
24,9,Male,40,<=50K
34,9,Male,45,<=50K
20,10,Female,40,<=50K
42,11,Female,32,<=50K
53,9,Male,40,>50K
28,6,Female,40,<=50K
31,6,Male,40,<=50K
68,10,Female,40,<=50K
25,4,Male,40,<=50K
34,10,Male,60,>50K
60,9,Male,42,>50K
18,9,Male,40,<=50K
32,9,Female,50,<=50K
18,9,Male,40,<=50K
35,9,Male,90,>50K
32,13,Male,45,>50K
22,10,Male,65,<=50K
25,9,Female,40,<=50K
50,10,Female,38,>50K
47,10,Female,40,<=50K
37,7,Male,60,>50K
26,10,Male,45,<=50K
34,9,Female,30,<=50K
28,9,Male,45,<=50K
23,12,Female,35,<=50K
38,9,Male,50,<=50K
37,15,Male,50,>50K
45,13,Male,40,<=50K
17,6,Male,30,<=50K
37,10,Female,40,<=50K
41,9,Male,48,<=50K
23,13,Female,40,<=50K
47,11,Male,40,<=50K
23,10,Female,24,<=50K
30,10,Male,40,<=50K
28,13,Male,18,<=50K
48,14,Male,40,>50K
19,9,Female,25,<=50K
25,9,Male,40,<=50K
18,8,Male,40,<=50K
38,9,Male,48,>50K
41,11,Male,40,>50K
24,13,Male,60,<=50K
44,13,Male,60,>50K
45,10,Male,50,>50K
65,9,Male,8,<=50K
20,10,Female,35,<=50K
28,12,Female,16,>50K
45,10,Male,45,<=50K
44,14,Female,60,>50K
51,9,Male,40,>50K
37,6,Male,35,<=50K
46,14,Male,50,>50K
34,9,Male,40,<=50K
22,10,Male,20,<=50K
29,10,Male,37,<=50K
43,10,Male,50,>50K
29,5,Male,40,<=50K
39,13,Male,60,<=50K
47,9,Male,40,>50K
47,15,Male,50,>50K
28,9,Female,40,<=50K
19,7,Male,40,<=50K
76,5,Male,13,<=50K
33,14,Male,30,<=50K
32,9,Male,40,<=50K
33,10,Male,50,<=50K
44,9,Male,40,<=50K
45,9,Male,40,<=50K
33,10,Female,40,>50K
29,9,Male,30,<=50K
42,15,Male,50,>50K
27,12,Female,25,<=50K
44,10,Male,40,<=50K
25,9,Female,40,<=50K
48,10,Male,35,>50K
30,4,Male,45,<=50K
52,9,Male,50,>50K
21,9,Male,40,<=50K
26,10,Male,40,<=50K
40,10,Male,43,<=50K
44,10,Male,40,<=50K
45,9,Male,50,<=50K
33,16,Female,60,>50K
61,4,Male,50,>50K
36,9,Female,40,>50K
39,9,Male,40,<=50K
37,9,Male,40,<=50K
41,9,Female,60,<=50K
28,9,Male,40,<=50K
44,2,Male,10,<=50K
34,9,Male,40,<=50K
65,9,Female,25,<=50K
46,10,Male,40,>50K
62,10,Male,40,<=50K
33,12,Male,20,<=50K
44,10,Male,50,>50K
31,9,Male,18,<=50K
29,9,Male,55,<=50K
22,13,Male,40,<=50K
46,14,Male,60,<=50K
28,14,Female,55,<=50K
20,9,Female,40,<=50K
60,14,Male,40,<=50K
23,13,Female,35,<=50K
42,4,Male,40,<=50K
41,10,Male,40,<=50K
58,9,Male,40,<=50K
28,9,Male,60,<=50K
17,5,Male,40,<=50K
42,9,Male,48,>50K
41,9,Female,43,<=50K
73,9,Female,8,<=50K
27,10,Male,49,<=50K
32,9,Male,41,<=50K
22,11,Male,30,<=50K
58,9,Male,50,<=50K
21,9,Male,55,<=50K
23,13,Male,20,<=50K
67,10,Female,40,<=50K
36,13,Female,45,<=50K
43,15,Male,50,<=50K
65,13,Male,15,<=50K
51,9,Female,38,<=50K
32,13,Male,45,>50K
43,10,Female,40,<=50K
76,10,Male,20,>50K
76,14,Male,30,>50K
30,9,Male,40,<=50K
53,13,Female,20,<=50K
24,10,Female,40,<=50K
26,10,Female,20,<=50K
28,13,Male,45,<=50K
51,13,Female,35,<=50K
54,10,Male,40,>50K
43,4,Male,40,<=50K
27,9,Female,25,<=50K
52,13,Male,40,>50K
42,13,Female,35,<=50K
21,10,Female,20,<=50K
25,12,Female,40,<=50K
50,11,Female,40,<=50K
30,10,Female,35,<=50K
52,10,Male,45,<=50K
24,10,Female,42,<=50K
35,9,Female,20,<=50K
20,9,Male,40,<=50K
27,9,Male,40,<=50K
51,10,Male,40,>50K
57,10,Male,40,>50K
38,9,Male,40,<=50K
35,11,Male,40,<=50K
44,14,Male,50,>50K
23,13,Female,43,<=50K
54,10,Male,40,>50K
31,10,Female,20,>50K
32,9,Male,60,<=50K
80,14,Female,10,<=50K
77,14,Male,45,<=50K
49,4,Male,40,<=50K
41,9,Male,55,<=50K
19,10,Female,40,<=50K
29,10,Male,55,<=50K
41,10,Male,60,>50K
28,9,Male,40,<=50K
32,9,Male,40,<=50K
39,9,Male,56,<=50K
24,5,Female,20,<=50K
40,9,Female,40,<=50K
52,12,Male,40,>50K
58,13,Male,40,<=50K
35,7,Male,40,<=50K
25,8,Male,40,<=50K
20,10,Female,30,<=50K
28,9,Male,40,<=50K
30,11,Male,53,<=50K
23,13,Male,40,<=50K
30,14,Male,45,>50K
49,13,Female,40,<=50K
36,9,Male,20,<=50K
19,9,Male,40,<=50K
28,9,Male,40,<=50K
25,13,Male,70,<=50K
30,10,Male,35,<=50K
27,11,Male,35,<=50K
31,13,Female,40,<=50K
46,4,Male,40,<=50K
26,13,Female,20,<=50K
19,9,Female,40,<=50K
24,9,Female,40,<=50K
31,8,Female,21,<=50K
29,11,Female,64,<=50K
17,7,Male,25,<=50K
32,9,Female,28,<=50K
26,14,Female,40,<=50K
57,10,Male,40,>50K
31,10,Male,60,>50K
71,14,Female,40,<=50K
37,10,Male,45,>50K
67,10,Male,70,<=50K
45,9,Male,40,<=50K
33,10,Female,40,<=50K
39,9,Male,40,<=50K
53,13,Female,43,>50K
44,15,Female,99,<=50K
52,5,Female,30,<=50K
37,10,Male,45,<=50K
46,3,Female,45,<=50K
48,13,Male,40,<=50K
20,10,Female,32,<=50K
21,9,Female,40,<=50K
45,9,Female,40,<=50K
55,9,Male,40,>50K
36,13,Male,55,<=50K
39,13,Male,55,>50K
49,11,Male,60,<=50K
44,10,Male,80,<=50K
60,9,Male,35,<=50K
54,9,Female,35,<=50K
19,10,Male,25,<=50K
61,10,Male,18,>50K
22,9,Female,40,<=50K
38,10,Male,40,<=50K
41,10,Female,80,<=50K
55,9,Female,40,<=50K
26,9,Female,40,<=50K
43,13,Female,40,<=50K
60,14,Male,40,<=50K
40,13,Female,40,<=50K
25,9,Male,80,>50K
27,2,Male,35,<=50K
55,9,Female,40,<=50K
43,9,Male,30,<=50K
19,9,Female,40,<=50K
27,12,Male,40,<=50K
34,13,Female,40,<=50K
43,13,Female,39,<=50K
31,10,Male,48,<=50K
39,10,Female,75,<=50K
44,14,Male,60,>50K
50,3,Male,55,<=50K
44,14,Male,40,>50K
35,13,Female,60,<=50K
51,14,Male,45,<=50K
35,9,Male,40,<=50K
57,10,Male,40,>50K
38,9,Male,44,<=50K
64,4,Female,40,<=50K
46,13,Male,40,<=50K
30,9,Male,44,<=50K
42,10,Male,45,>50K
33,13,Male,40,<=50K
45,13,Male,30,<=50K
27,9,Female,40,<=50K
33,10,Male,70,>50K
55,11,Female,40,<=50K
57,15,Male,60,>50K
28,13,Female,48,<=50K
66,9,Female,3,<=50K
26,9,Male,40,<=50K
44,9,Male,45,>50K
23,13,Male,24,<=50K
39,9,Male,40,>50K
35,9,Female,40,<=50K
53,16,Male,50,>50K
44,10,Female,40,<=50K
23,9,Male,45,<=50K
36,10,Male,60,<=50K
21,12,Female,46,>50K
35,10,Female,40,<=50K
46,9,Female,40,<=50K
21,9,Male,40,<=50K
42,3,Male,40,<=50K
37,14,Male,60,>50K
57,7,Male,15,<=50K
34,10,Female,34,<=50K
45,14,Male,50,<=50K
62,10,Female,39,>50K
25,13,Male,40,<=50K
33,10,Male,41,>50K
56,9,Male,40,>50K
53,9,Male,40,>50K
54,9,Male,50,>50K
30,9,Male,50,>50K
30,10,Male,50,>50K
38,13,Female,40,<=50K
49,14,Female,40,<=50K
60,5,Male,40,<=50K
24,9,Male,40,<=50K
71,10,Male,30,<=50K
45,7,Male,40,<=50K
40,9,Female,37,<=50K
31,10,Male,56,>50K
23,9,Male,40,<=50K
39,9,Male,40,>50K
43,13,Male,50,<=50K
43,15,Male,30,>50K
43,9,Male,40,>50K
46,11,Male,40,<=50K
24,13,Male,45,>50K
28,13,Female,40,<=50K
22,9,Female,40,<=50K
20,9,Male,40,<=50K
46,11,Female,45,<=50K
22,10,Female,10,<=50K
20,10,Male,25,<=50K
23,9,Male,40,<=50K
46,2,Male,40,<=50K
30,13,Male,50,<=50K
56,13,Male,40,>50K
47,9,Female,40,>50K
40,10,Female,25,<=50K
50,11,Male,55,>50K
46,11,Female,36,<=50K
42,10,Male,40,<=50K
32,9,Female,22,<=50K
49,10,Female,40,<=50K
46,14,Male,40,>50K
58,12,Female,40,<=50K
26,10,Male,40,<=50K
41,10,Female,15,<=50K
26,10,Female,40,<=50K
43,6,Male,42,<=50K
61,4,Female,40,<=50K
45,9,Male,55,>50K
35,13,Male,40,<=50K
49,11,Male,60,>50K
27,9,Male,40,<=50K
23,10,Male,35,<=50K
17,8,Male,18,<=50K
25,5,Male,40,<=50K
53,11,Male,40,>50K
34,9,Male,45,<=50K
45,10,Female,45,<=50K
35,14,Female,50,>50K
49,6,Male,70,<=50K
17,6,Female,12,<=50K
46,13,Male,35,>50K
58,2,Male,38,<=50K
30,13,Male,40,<=50K
22,10,Female,24,<=50K
18,6,Male,6,<=50K
33,9,Female,36,<=50K
19,10,Male,24,<=50K
23,10,Male,25,<=50K
73,9,Male,40,<=50K
20,6,Male,40,<=50K
66,6,Male,30,<=50K
48,10,Male,53,<=50K
25,13,Male,60,>50K
51,4,Male,50,<=50K
30,10,Male,40,<=50K
36,14,Male,45,>50K
19,9,Male,40,<=50K
36,14,Male,45,>50K
43,9,Male,40,<=50K
64,5,Male,40,<=50K
19,9,Male,30,<=50K
30,12,Male,45,<=50K
19,10,Male,30,<=50K
29,9,Male,45,<=50K
63,9,Female,20,<=50K
48,9,Male,50,<=50K
55,9,Male,55,>50K
25,9,Male,50,<=50K
29,13,Female,40,<=50K
33,14,Male,40,<=50K
33,9,Female,20,<=50K
43,13,Male,45,<=50K
22,10,Male,30,<=50K
39,10,Male,55,<=50K
47,10,Male,40,<=50K
52,10,Female,16,>50K
36,9,Male,40,<=50K
26,6,Male,40,<=50K
20,5,Female,40,<=50K
39,13,Female,36,>50K
23,13,Male,50,<=50K
29,10,Female,40,<=50K
31,11,Male,40,<=50K
18,9,Female,20,<=50K
36,9,Female,28,<=50K
45,8,Male,35,<=50K
32,9,Male,40,<=50K
42,9,Male,16,<=50K
62,3,Male,24,<=50K
32,9,Male,35,<=50K
44,9,Male,25,<=50K
24,13,Female,40,<=50K
37,6,Female,40,<=50K
34,13,Female,40,<=50K
35,9,Female,35,<=50K
20,7,Male,60,<=50K
23,9,Male,40,<=50K
51,14,Female,50,>50K
41,13,Male,40,>50K
51,11,Male,40,>50K
34,10,Male,40,>50K
22,9,Male,40,<=50K
39,9,Male,50,>50K
57,6,Male,60,>50K
34,9,Male,40,<=50K
29,9,Male,40,<=50K
38,13,Female,40,<=50K
34,12,Female,60,>50K
78,13,Male,20,>50K
43,9,Male,60,<=50K
26,10,Female,48,<=50K
22,10,Female,30,<=50K
42,13,Male,40,<=50K
65,9,Male,40,<=50K
22,6,Female,40,<=50K
42,9,Female,42,<=50K
35,6,Female,16,<=50K
26,13,Male,40,<=50K
45,9,Male,40,<=50K
33,13,Male,40,<=50K
57,6,Male,8,<=50K
55,7,Female,40,<=50K
42,14,Female,40,<=50K
46,11,Male,60,<=50K
25,10,Female,30,<=50K
